titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques,url
نيمرو إعلى كدروه وفكرن من سكتير 4 F Nord,Land Plot,Vente,10000000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو إعلى كدروه وفكرن من سكتير 4 F Nord 10,000,000 MRU Land Plot 3 months ago • Tevragh Zeina سيدي محمد 1",voursa,3 months ago,"landmark: كدروه الجديد, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-اعلى-كدروه-وفكرن-من-سكتير-4-f-nord--e471
للإجار ابرتماه كبير مستقل فصانتر متير قرب سكن سفير سعوديه,Residential Property,Vente,2000,10.00,4.0,1.0,3.0,Tevragh Zeina,Nouakchott Ouest,"للإجار ابرتماه كبير مستقل فصانتر متير قرب سكن سفير سعوديه 2,000 MRU Residential Property 3 months ago • Tevragh Zeina وكالة النجاح 1",voursa,3 months ago,"landmark: سكن سفير سعوديه, land_title: Yes, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/للاجار-ابرتماه-كبير-مستقل-فصانتر-متير-قرب-سكن-سفير-سعوديه-5225
قطعة أرض,Land Plot,Vente,1650000,1800.00,,,,Teyarett,Nouakchott Nord,"قطعة أرض 1,650,000 MRU Land Plot 3 months ago • Teyarett سارة 1",voursa,3 months ago,"landmark: عين الطلح, land_title: No",https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-747c
فرصة نيمر للبيع ف F nor قرب سفارة الهند,Land Plot,Vente,5400000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"فرصة نيمر للبيع ف F nor قرب سفارة الهند 5,400,000 MRU Land Plot 3 months ago • Tevragh Zeina mohamed 1",voursa,3 months ago,"landmark: سفارة الهند, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمر-للبيع-ف-f-nor-قرب-سفارة-الهند--12fe
نص نيمرو من سكتير 5 متواصلي الصحراوي حريب من كدروه,Land Plot,Vente,3700000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص نيمرو من سكتير 5 متواصلي الصحراوي حريب من كدروه 3,700,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: نص من سكتير 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-من-سكتير-5-متواصلي-الصحراوي-حريب-من-كدروه--27fa
300م# فكرن من سكتير 6 اكريب من كدروه للبيع,Land Plot,Vente,3500000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"300م# فكرن من سكتير 6 اكريب من كدروه للبيع 3,500,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/300م-فكرن-من-سكتير-6-اكريب-من-كدروه-للبيع--4f39
نيمرو في المطار القديم ابلوك 35 أفكرن,Land Plot,Vente,1050000,216.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو في المطار القديم ابلوك 35 أفكرن 1,050,000 MRU Land Plot 3 months ago • Tevragh Zeina سيدي محمد 1",voursa,3 months ago,"landmark: ابلوك 35, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-في-المطار-القديم-ابلوك-35-افكرن--5de9
نيمرو ممتاز فيه باتيك على كدروه,Land Plot,Vente,1200000,150.00,,,,Arafat,Nouakchott Sud,"نيمرو ممتاز فيه باتيك على كدروه 1,200,000 MRU Land Plot 3 months ago • Arafat محمدفال 1",voursa,3 months ago,"landmark: حمام الياسمين, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-ممتاز-فيه-باتيك-على-كدروه--0578
شقة قرب حمام نيل تحت 3 غرف وحمامين,Residential Property,Vente,10000,150.00,3.0,0.0,2.0,Tevragh Zeina,Nouakchott Ouest,"شقة قرب حمام نيل تحت 3 غرف وحمامين 10,000 MRU Residential Property 3 months ago • Tevragh Zeina mohamed 1",voursa,3 months ago,"landmark: حمام نيل, land_title: Yes, balconies: 0, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/شقة-قرب-حمام-نيل-تحت-3-غرف-وحمامين--555f
فرصة نيمرو من الفوز اعل شارع 30 لجاي من اصتصيوه,Land Plot,Vente,2100000,200.00,,,,Teyarett,Nouakchott Nord,"فرصة نيمرو من الفوز اعل شارع 30 لجاي من اصتصيوه 2,100,000 MRU Land Plot 3 months ago • Teyarett Ahmed 2",voursa,3 months ago,"landmark: نص من الفوز, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمرو-من-الفوز-اعل-شارع-30-لجاي-من-اصتصيوه--889f
نيمرو للبيـــــــــــــــــــــع بين شرم شيخ وملح,Land Plot,Vente,400000,180.00,,,,Toujounine,Nouakchott Nord,"نيمرو للبيـــــــــــــــــــــع بين شرم شيخ وملح 400,000 MRU Land Plot 3 months ago • Toujounine Bcren brahm 1",voursa,3 months ago,"landmark: كرفور كل شي, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـــــــــــــــــــــع-بين-شرم-شيخ-وملح-08ef
نص من الفوز كريب من كدروه اجديد,Land Plot,Vente,2000000,200.00,,,,Teyarett,Nouakchott Nord,"نص من الفوز كريب من كدروه اجديد 2,000,000 MRU Land Plot 3 months ago • Teyarett Ahmed 2",voursa,3 months ago,"landmark: الفوز, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-من-الفوز-كريب-من-كدروه-اجديد-e8cd
ديبلكس للبيع,Residential Property,Vente,5200000,300.00,4.0,2.0,2.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس للبيع 5,200,000 MRU Residential Property 3 months ago • Tevragh Zeina سارة 3",voursa,3 months ago,"landmark: ديار تاتا, land_title: Yes, balconies: 2, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-للبيع--f7e6
متين ميتر مربع,Land Plot,Vente,2650000,200.00,,,,Tevragh Zeina,Nouakchott Ouest,"متين ميتر مربع 2,650,000 MRU Land Plot 3 months ago • Tevragh Zeina المصطفى حامد لكبيد 1",voursa,3 months ago,"landmark: كدروه الشاره, land_title: No",https://voursa.com/EN/categories/real_estate/ads/متين-ميتر-مربع-1d59
ابرتماه بريميير شوا نظيف,Residential Property,Vente,20000,200.00,2.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"ابرتماه بريميير شوا نظيف 20,000 MRU Residential Property 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سفارة الصين, land_title: Yes, balconies: 2, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/ابرتماه-بريميير-شوا-نظيف-aef6
عندن ذاك دار للبيـــــــــــــــــــــع اف الكصر كد اجال المو استقبل,Residential Property,Vente,3500000,216.00,3.0,1.0,2.0,Ksar,Nouakchott Ouest,"عندن ذاك دار للبيـــــــــــــــــــــع اف الكصر كد اجال المو استقبل 3,500,000 MRU Residential Property 3 months ago • Ksar عبدالله 1",voursa,3 months ago,"landmark: دار للبيـــــــــــــــــــــع اف الكصر, land_title: No, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/عندن-ذاك-دار-للبيـــــــــــــــــــــع-اف-الكصر-كد-اجال-المو-استقبل--068e
استديو نظيف,Residential Property,Vente,15000,150.00,2.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"استديو نظيف 15,000 MRU Residential Property 3 months ago • Tevragh Zeina محمد 2",voursa,3 months ago,"landmark: سفارة صين, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/استديو-نظيف-6fac
نص نيمرو فلكرن من سكتير 5,Land Plot,Vente,3500000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص نيمرو فلكرن من سكتير 5 3,500,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: سكتير 5 اف نور, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-فلكرن-من-سكتير-5-9547
نصف نيمرو للبيـــع من الفوز صحراوي,Land Plot,Vente,2300000,200.00,,,,Teyarett,Nouakchott Nord,"نصف نيمرو للبيـــع من الفوز صحراوي 2,300,000 MRU Land Plot 3 months ago • Teyarett سيدي محمد 1",voursa,3 months ago,"landmark: البوادي, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-للبيـــع-من-الفوز-صحراوي--29df
نيمرو عكس الكرن من سكتير 6 للبيع,Land Plot,Vente,3300000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو عكس الكرن من سكتير 6 للبيع 3,300,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-عكس-الكرن-من-سكتير-6-للبيع--26f2
Magasin,Warehouse,Vente,6000,40.00,,,,Tevragh Zeina,Nouakchott Ouest,"Magasin 6,000 MRU Warehouse 3 months ago • Tevragh Zeina mohamed.a.tijani 4",voursa,3 months ago,"landmark: Pizzorno, land_title: No",https://voursa.com/EN/categories/real_estate/ads/magasin--8314
فرصة نيمر من سكتير 3 بلوكات فكرن موقع جيد,Land Plot,Vente,4400000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"فرصة نيمر من سكتير 3 بلوكات فكرن موقع جيد 4,400,000 MRU Land Plot 3 months ago • Tevragh Zeina mohamed 1",voursa,3 months ago,"landmark: سكتير 3 بلوكات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمر-من-سكتير-3-بلوكات-فكرن-موقع-جيد--ccaf
فرصة شقة لأجار قرب حمام نيل الفوك,Residential Property,Vente,12000,150.00,4.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"فرصة شقة لأجار قرب حمام نيل الفوك 12,000 MRU Residential Property 3 months ago • Tevragh Zeina mohamed 1",voursa,3 months ago,"landmark: حمام نيل, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/فرصة-شقة-لاجار-قرب-حمام-نيل-الفوك-db15
نيمرو فالمطار القديم ابلوك 64 اعل كدروه وفكرن,Land Plot,Vente,3000000,600.00,,,,Dar Naim,Nouakchott Nord,"نيمرو فالمطار القديم ابلوك 64 اعل كدروه وفكرن 3,000,000 MRU Land Plot 3 months ago • Dar Naim سيدي محمد 1",voursa,3 months ago,"landmark: إيثار, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-القديم-ابلوك-64-اعل-كدروه-وفكرن--6401
500م من مدال m لاول للبيع,Land Plot,Vente,2000000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"500م من مدال m لاول للبيع 2,000,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: مدال m لاول, land_title: No",https://voursa.com/EN/categories/real_estate/ads/500م-من-مدال-m-لاول-للبيع--9802
عمارة كبيرة جدا للبيع احذا ميبل ول المامي فرصة استثمارية تجارية,Residential Property,Vente,95000000,1000.00,48.0,24.0,96.0,Teyarett,Nouakchott Nord,"عمارة كبيرة جدا للبيع احذا ميبل ول المامي فرصة استثمارية تجارية 95,000,000 MRU Residential Property 3 months ago • Teyarett أحمدبمب 2",voursa,3 months ago,"landmark: ميبل ول المامي, land_title: No, balconies: 24",https://voursa.com/EN/categories/real_estate/ads/عمارة-كبيرة-جدا-للبيع-احذا-ميبل-ول-المامي-فرصة-استثمارية-تجارية-e6d6
نيمرو أفكرن من الفوز البوادي على شارع 30,Land Plot,Vente,3800000,400.00,,,,Teyarett,Nouakchott Nord,"نيمرو أفكرن من الفوز البوادي على شارع 30 3,800,000 MRU Land Plot 3 months ago • Teyarett سيدي محمد 1",voursa,3 months ago,"landmark: محمد الامين 2, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-الفوز-البوادي-على-شارع-30--d6d0
عمارة سكنية,Residential Property,Vente,4000000,180.00,5.0,5.0,5.0,Dar Naim,Nouakchott Nord,"عمارة سكنية 4,000,000 MRU Residential Property 3 months ago • Dar Naim محمد لمين 4",voursa,3 months ago,"landmark: قريبة من إدارة امن طرق سابقا, land_title: Yes, balconies: 4, street_size: 80.00",https://voursa.com/EN/categories/real_estate/ads/عمارة-سكنية--47e6
نيمرو كلهم اعلي شارع 30 ف اغنودرت للبيع,Land Plot,Vente,3000000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو كلهم اعلي شارع 30 ف اغنودرت للبيع 3,000,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: اغنودرت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-كلهم-اعلي-شارع-30-ف-اغنودرت-للبيع--f70f
نيمرو فبلوك 24,Land Plot,Vente,1500000,216.00,,,,Dar Naim,Nouakchott Nord,"نيمرو فبلوك 24 1,500,000 MRU Land Plot 3 months ago • Dar Naim محمد آلا - Mohamed Alla 1",voursa,3 months ago,"landmark: المطار, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فبلوك-24-b0e6
200م# فكرن من سكتير 5 للبيع,Land Plot,Vente,3200000,200.00,,,,Tevragh Zeina,Nouakchott Ouest,"200م# فكرن من سكتير 5 للبيع 3,200,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/200م-فكرن-من-سكتير-5-للبيع--5ca8
نيمرو اعل كدروه احذ طب القلب سكتير 1 بلوكات,Land Plot,Vente,7500000,700.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو اعل كدروه احذ طب القلب سكتير 1 بلوكات 7,500,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: نيمرو اعل كدروه سكتير 1, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-اعل-كدروه-احذ-طب-القلب-سكتير-1-بلوكات-4b1d
دار افعين الطلح تنباع احذا تونكاد للحفلات زينه فرصه,Residential Property,Vente,1700000,180.00,3.0,1.0,2.0,Teyarett,Nouakchott Nord,"دار افعين الطلح تنباع احذا تونكاد للحفلات زينه فرصه 1,700,000 MRU Residential Property 3 months ago • Teyarett أحمدبمب 2",voursa,3 months ago,"landmark: تونكاد للحفلات كرفور عين الطلح, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/دار-افعين-الطلح-تنباع-احذا-تونكاد-للحفلات-زينه-فرصه-3e12
نص نيمرو للبيـــــــــــــــــــــع افعين الطلح من فوك تيتر فونسيي,Residential Property,Vente,1200000,108.00,0.0,0.0,0.0,Teyarett,Nouakchott Nord,"نص نيمرو للبيـــــــــــــــــــــع افعين الطلح من فوك تيتر فونسيي 1,200,000 MRU Residential Property 3 months ago • Teyarett الشيخ 1",voursa,3 months ago,"landmark: مجمع اللؤلؤة, land_title: Yes, balconies: 0, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-للبيـــــــــــــــــــــع-افعين-الطلح-من-فوك-تيتر-فونسيي--7e57
